rndrng_npi,rndrng_prvdr_type,rndrng_prvdr_state_abrvtn,row_count,total_beneficiaries,total_services,estimated_submitted_charges,estimated_medicare_allowed,estimated_medicare_payment,estimated_standardized_payment,avg_payment_per_service,charge_to_payment_ratio,allowed_to_payment_ratio
1174783567,Rheumatology,NY,31,3380,218194.0,7178237.740000041,3398399.239977427,2676770.250018087,2660051.860014528,12.26784535788375,2.6816786909341723,1.2695894389720086
1437132586,Rheumatology,FL,23,2043,210775.0,9269098.99999993,3391062.269977578,2676183.189991309,2827223.8100133105,12.69687197244127,3.4635517608307045,1.2671263621488449
1417237884,Ophthalmology,NC,24,3647,32264.0,9515292.799936239,3398603.640000993,2676009.119992787,2706523.7799929827,82.94102157180718,3.555777418263016,1.2700269272662843
1861573024,Ophthalmology,NC,17,3380,25245.0,5472457.5000038,3417879.7200167757,2675606.590002745,2690385.8400017903,105.98560467430164,2.0453147037577692,1.2774223732246337
1679618359,Clinical Laboratory,MD,254,145610,223428.0,9016549.999999268,2699294.139997321,2675346.6699972395,2671815.4999835407,11.974088610188694,3.370236127196395,1.0089511651961376
1245246263,Ophthalmology,NE,21,2838,43650.0,7138235.000001636,3407120.2399893696,2674266.669990234,2752957.150017026,61.26613218763423,2.6692308138543654,1.2740390770385706
1619994571,Ambulance Service Provider,PA,6,9711,65827.2,8174899.299981706,3365747.479995095,2674090.180005062,2679721.6000040295,40.62287595408983,3.057076893332831,1.2586514490654628
1124383658,Nurse Practitioner,FL,18,1191,5687.0,4038354.82001339,3359966.0200274317,2672812.5600142134,2659630.4100137223,469.9863829812227,1.5109008691548182,1.2570900295416017
1366428070,Ophthalmology,IL,21,5177,46653.0,3868660.949995095,3427851.68998227,2671229.490008172,2745726.109990447,57.25740016736699,1.4482697815616208,1.2832486698744041
1871535823,Medical Oncology,TX,58,2896,104583.0,14035413.000085918,3334149.7600086182,2671056.540003492,2733595.070014213,25.54006425521827,5.254629690492275,1.2482512856145902
1902800493,Ophthalmology,IN,24,4230,21304.0,7929279.99999769,3407203.270011344,2670739.8299895125,2714393.190007812,125.36330407385995,2.968945125601705,1.2757525954988747
1902127947,Ophthalmology,TX,23,3693,15282.0,8837709.99999952,3395697.93999881,2668994.020004858,2702608.660006464,174.64952362288037,3.311251330560656,1.272276338780493
1902048051,Hematology-Oncology,VA,87,8666,217781.0,6955766.93000071,3347469.8599968785,2668739.7799996133,2683333.2599984226,12.254236044464914,2.6063863483916436,1.2543260624673431
1659369429,Medical Oncology,TN,53,6617,228834.0,8605494.250000002,3338923.650015461,2668599.9299984504,2714011.9200107236,11.661728283377691,3.2247225045850163,1.2511892893654537
1467627653,Hematology-Oncology,MI,60,2642,91099.0,5463611.730002548,3344827.720003162,2668529.7399952654,2678929.3400036236,29.292634825796828,2.047423960885758,1.2534346797308307
1205878758,Ambulatory Surgical Center,NM,17,2129,3141.0,6914685.9999993,3400945.61989099,2667354.610002,2838552.38998807,849.2055428213944,2.5923384817566926,1.2750256779275555
1013392042,Ambulatory Surgical Center,TX,20,589,938.0,15161642.600032,3349270.68001545,2666983.49002775,2716487.87998112,2843.265980839819,5.684940554271764,1.255827301720792
1225477425,Hematology-Oncology,SC,81,7914,173992.0,8205131.780003356,3349972.2700077584,2666374.000007648,2693865.320000553,15.324693089381396,3.0772621470130677,1.2563774886786885
1962882886,Ophthalmology,NC,22,2943,36461.0,4829925.719994506,3388488.9399756584,2666243.9699857123,2681081.8699914236,73.12591453843044,1.8115092896095282,1.270884802036258
1164484358,Pathology,CA,6,759,5081.0,3618639.3499887004,3365436.0299574025,2666049.919995314,2669238.4299951745,524.7096870685523,1.3573036734417414,1.2623304630257328
1568425403,Ophthalmology,NC,16,3428,30968.0,5797167.710013292,3394843.7600165457,2665676.64999813,2698674.600011977,86.07842450265208,2.174745279033509,1.2735392194019208
1326416884,Ambulance Service Provider,NJ,3,6708,77714.6,5506026.0,3349794.920028423,2664731.3800290143,2724651.4199616453,34.28868423731209,2.0662593015060486,1.257085402729017
1891743571,Ambulance Service Provider,CA,5,7367,40917.9,20295031.00991234,3395075.4399724756,2664615.9600028466,2446293.3300215746,65.12103407073302,7.616493826709145,1.2741331174676476
1710963517,Ophthalmology,MT,23,4899,21195.0,6004419.99999872,3410555.559980595,2663714.119976677,2688977.8600014993,125.67653314350918,2.254153309834651,1.280375973683864
1801094669,Ambulatory Surgical Center,OH,25,3029,8567.0,10254510.999994181,3369176.199988324,2663359.240000292,2803697.960015892,310.88586903236745,3.850216991378548,1.2650100479828454
1487712295,Dermatology,MO,68,14260,37283.0,6230924.0000215955,3457985.129989899,2662917.9100229787,2818972.610017722,71.42445377311319,2.339885873525793,1.2985699322440096
1841286267,Ambulatory Surgical Center,OR,36,3263,3967.0,7554184.0000431,3318833.2800018,2662712.70999801,2593534.04000541,671.2157070829368,2.8370255535561495,1.2464105750275554
1265759898,Interventional Cardiology,FL,56,2995,20607.0,8154388.520030311,3347287.329989453,2662460.769998335,2793226.8600049657,129.20176493416483,3.062726261328317,1.2572156434032815
1831168533,Independent Diagnostic Testing Facility (IDTF),FL,116,20234,161809.0,13031861.309992906,3349949.3900172855,2661925.6000184887,2647023.5899885036,16.451035480217346,4.895651970852375,1.2584684523091172
1891931572,Ophthalmology,MT,11,2574,12652.0,6616457.9999874,3404014.8100273213,2661065.260015387,2653545.70000622,210.32763673849092,2.486394489982986,1.2791925328459017
1366908469,Ambulatory Surgical Center,NC,20,829,25562.0,9473957.0999798,3339515.649995016,2660678.719992349,2857962.399990819,104.08726703670874,3.560729459288885,1.2551367532283715
1033184528,Ophthalmology,IL,21,5564,39489.0,3511540.0100077596,3382118.1300061336,2658889.0100005846,2628304.1400095876,67.33239661679416,1.320679425429265,1.2720042533875418
1801159967,Hematology-Oncology,CA,38,2008,118920.0,16611890.000009216,3347699.1899918304,2658273.949985486,2628160.859983829,22.353464093386194,6.249126430366561,1.2593507113930484
1598836678,Clinical Laboratory,MO,20,15237,36892.0,8650152.00006788,3416063.440000055,2657852.049994139,2751047.7199952565,72.04413016356226,3.2545649032973656,1.2852722332710687
1447301593,Ambulatory Surgical Center,CA,16,1718,2316.0,5701854.99999844,3369093.9299972397,2656554.96998002,1870218.4599948488,1147.0444602677117,2.146334280461482,1.2682191665782014
1558380295,Medical Oncology,PA,63,7726,361018.0,8547911.499994677,3349908.229992041,2656087.0999980466,2683432.8199948277,7.357215152701657,3.218234635453394,1.261219268748568
1124075635,Clinical Laboratory,TN,16,2913,3110.0,7406982.620025401,2655506.78997677,2655506.78997677,2656211.0700206,853.8607041725949,2.789291538618207,1.0
1073590337,Pathology,IL,34,7867,19122.0,10214920.809976138,3074656.31000894,2655069.649999403,2599439.49000034,138.84895146948034,3.847326871435721,1.158032261040546
1790241073,Ambulatory Surgical Center,FL,16,1264,86335.0,23089235.70002583,3336495.469997453,2654618.200002762,2809860.1399923717,30.74787977069279,8.697761395594217,1.25686453516893
1033193180,Hematology-Oncology,CO,61,3519,67467.0,10394704.0000221,3333357.1699943696,2654005.519977717,2652861.389977457,39.33783212500507,3.9166097891572482,1.2559722068785886
1154595171,Ophthalmology,CO,22,2334,28773.0,7492970.60000499,3367467.7300172253,2653892.1999929803,2638644.6199930054,92.2355055083926,2.8233892092620825,1.268878867810129
1649232810,Rheumatology,TX,29,2956,173434.0,7687270.049993215,3354479.350014305,2653369.689999136,2716935.599995631,15.299016859434344,2.8971726325839344,1.264233688451984
1295092351,Radiation Oncology,FL,26,1746,11525.0,18270344.00006867,3330130.400019938,2653332.779996606,2646169.959998854,230.22410238582265,6.885809476221086,1.2550745331025526
1063674315,Ophthalmology,NJ,18,3314,33608.0,11604014.99999402,3370899.6800070624,2652883.569999845,2597975.1299996553,78.93607385145933,4.374113938213541,1.270654965082866
1134215262,Ambulance Service Provider,MA,6,8078,74262.4,11529827.649991004,3365711.850004812,2652221.709990028,2524984.439984884,35.714193319769194,4.347233719776147,1.2690160243117332
1215966775,Hematology-Oncology,CA,48,3087,62390.0,10035777.50993988,3331151.090007598,2651498.0700100223,2633520.880017235,42.498766949992344,3.7849461870066325,1.2563279331351755
1649270224,Ophthalmology,IL,22,4544,35261.0,3695970.690009627,3383385.110006251,2650403.5199923757,2623105.899993906,75.16529650300264,1.3944935788571013,1.276554714965057
1851525406,Hematology-Oncology,FL,55,6151,298422.0,9032461.0,3338596.0900049587,2649164.3100075317,2656906.919993612,8.8772419929078,3.4095510670586986,1.26024500533735
1508528910,Ambulatory Surgical Center,TN,14,670,738.0,11103677.8700002,3327937.92999458,2648864.14000599,3114040.59999575,3589.2468021761383,4.191863864326047,1.2563641448168248
1790776755,Radiation Oncology,TN,39,3310,11552.0,16458936.0200157,3330570.8899938064,2648484.9699988184,2752771.859985797,229.2663582062689,6.214472125179945,1.257538150195843
1902133465,Nuclear Medicine,CA,39,3788,52458.0,9055978.369966395,3332697.7900124956,2648020.310004977,2607142.8599792495,50.47886518748288,3.4199051781250778,1.258562019868432
1316003304,Ophthalmology,CA,16,3127,50104.0,6204869.37997774,3368343.7099882048,2647049.509991409,2542838.850004651,52.831101508690104,2.3440700132570917,1.272489878740174
1992189500,Ophthalmology,NJ,20,3585,25409.0,11040852.10000607,3349078.060006278,2646409.49001096,2605037.8100089002,104.15244559057656,4.172011981396101,1.2655177033817273
1780619718,Ophthalmology,AR,17,3920,34347.0,5387648.00001117,3369195.829999145,2645326.180010245,2744017.729983972,77.01767781786604,2.0366667977369444,1.2736409806317708
1649228651,Hematology-Oncology,GA,50,2730,128794.0,8006036.35000355,3328881.4700053697,2645048.4800161947,2649809.4400151838,20.53704737810919,3.02680136507537,1.2585332537969165
1972555142,Ophthalmology,CA,19,4421,20038.0,6148615.6600035,3366913.670006775,2644232.8400045186,2556074.3899982097,131.9609162593332,2.325292828597119,1.2733045362226956
1679541973,Ophthalmology,IA,11,2950,10749.0,6516599.99999978,3373943.320007988,2643907.920008829,2693421.609988478,245.96780351742757,2.464760573045229,1.2761198279540389
1669476560,Ophthalmology,MO,22,7433,31265.0,8079742.039993492,3358753.69999765,2642646.659992402,2651355.1299954792,84.52412154141699,3.057443192203653,1.270981002056214
1477713030,Ophthalmology,CA,24,5431,37446.0,7446052.999987132,3372061.029999506,2641659.619979977,2582618.229984559,70.54584254606573,2.8187026608839068,1.276493384876385
1235345414,Ophthalmology,AR,20,4380,47117.0,8744962.99997952,3368099.599999991,2641327.359983293,2691887.329993086,56.05890358009408,3.3108213440210736,1.275154170977616
1851548127,Diagnostic Radiology,IN,26,2329,4835.0,10219669.9999997,3328803.8199986448,2639853.949985312,2912423.429990715,545.9884074426705,3.871301289246158,1.2609802977991136
1265582423,Ambulance Service Provider,SD,4,1183,77253.70000000001,20908774.800216213,3314050.9699715804,2638409.779973373,2669739.7599958815,34.15253612413868,7.924763984322112,1.2560789438875664
1639118185,Podiatry,CA,16,423,3638.0,3467879.3999484973,3314874.620012273,2637909.799988858,2620199.4999885033,725.0989004917146,1.314631531359846,1.2566292524582434
1508805805,Diagnostic Radiology,NY,42,2998,4100.0,9831900.99998651,3322262.20001191,2637508.2499928107,2170539.640012353,643.2946951201977,3.7277233161311667,1.2596215386325202
1861463275,Hematology-Oncology,IA,77,5744,130484.0,7815677.64000082,3314259.910023667,2636643.770016404,2687075.929995068,20.206644263023847,2.964252406365914,1.2569995035783872
1447773296,Ophthalmology,FL,13,2080,21326.0,7201385.00000004,3337977.059986228,2636157.610015506,2652565.840001523,123.61237972500732,2.731773310002387,1.266228182755201
1376541011,Ophthalmology,CT,18,3637,21800.0,6179090.0200381,3348614.3599954783,2636072.81998987,2596056.199995312,120.92077155916834,2.344051337725126,1.270304194407022
1801825781,Medical Oncology,MS,69,5314,178418.0,11814803.27004882,3307243.149999758,2635192.3200012203,2674842.6800040826,14.769767175964423,4.483469073727169,1.2550291395803046
1376644476,Ophthalmology,TN,15,3328,15275.0,12431513.9999584,3355195.259998891,2634818.4899835964,2692793.400004628,172.49220883689665,4.718167132657322,1.2734066019173031
1093779647,Cardiology,IL,39,8050,14391.0,8020848.00000245,3346378.980017593,2634485.850009498,2625850.0099709136,183.06482176426226,3.0445591499280713,1.2702208971839908
1295919371,Cardiology,CA,60,10915,31848.0,7608119.000024002,3405283.6199891567,2634317.5500006983,2596835.930013858,82.71532121328492,2.8880796850106343,1.2926625417608648
1285639062,Ambulatory Surgical Center,OH,28,1568,65102.0,19274459.470000397,3304880.550004071,2634035.0499914056,2741273.1500031278,40.460124880824026,7.3174650694429015,1.2546835889730679
1629360458,Ophthalmology,HI,22,4423,21304.0,11703851.99999428,3360683.649992026,2632590.149997667,2589466.0799919907,123.57257557255289,4.445755447350835,1.2765692563253739
1306260815,Ambulatory Surgical Center,IN,4,2545,4159.0,6525050.0,3361232.90996714,2631794.39000062,2666616.22001899,632.7949963935129,2.4793160228593933,1.2771639466737932
1609253392,Ambulatory Surgical Center,CA,28,3570,7704.0,21249539.099996828,3230690.9400389325,2631737.4700021227,2271861.4800032913,341.60662902415925,8.074338471146854,1.2275886089946224
1760486005,Hematology-Oncology,FL,63,6911,190338.0,9052011.999999989,3308220.5399933993,2631144.6899818466,2612203.1499926825,13.823538599658747,3.4403322760871973,1.257331287249058
1497740872,Ambulatory Surgical Center,CA,8,2556,8373.0,5152885.999985,3340229.730068942,2630700.670010158,2265635.06000697,314.1885429368396,1.958750403923797,1.2697110576461155
