hcpcs_cd,hcpcs_desc,row_count,total_beneficiaries,total_services,estimated_submitted_charges,estimated_medicare_allowed,estimated_medicare_payment,estimated_standardized_payment,avg_payment_per_service,charge_to_payment_ratio,allowed_to_payment_ratio
62230,Insertion or revision of cerebrospinal fluid drainage shunt valve or tube,3,63,82.0,548838.9500014,67119.71999991,53414.14999992,48045.17999992,651.3920731697561,10.275160233799882,1.256590622522506
43216,Removal of polyps or growths of esophagus using a flexible endoscope with electrical cautery,2,253,263.0,316328.58,68317.56000037,53379.679999750995,56071.480000168995,202.9645627366958,5.926011171319791,1.279842067256467
65860,Laser removal of scar tissue of eye,4,200,279.0,306675.99999741,67487.1100001,53048.410000660006,48199.659999790005,190.13767025326166,5.781059224839999,1.2721796939674601
46948,Tying of arteries to multiple internal hemorrhoid groups,6,111,111.0,256003.6000013,67368.86000015,52989.889999909996,54884.93999996,477.38639639558556,4.831178173831552,1.271353082640187
80186,"Phenytoin level, free",62,2788,3932.0,414204.639999601,52964.790000054,52964.790000054,53003.36,13.470190742638353,7.82037727326359,1.0
J3370,"Injection, vancomycin hcl, 500 mg",37,810,27809.0,649818.360009004,66519.5199997524,52879.4199996245,53122.799999791096,1.9015218094726347,12.28868168398251,1.2579472316493783
86703,Analysis for antibody to hiv-1 and hiv-2 virus,35,3805,3931.0,362657.070000003,52797.540000016,52797.540000016,52832.64,13.431070974310863,6.868825138441925,1.0
87467,Measurement of hepatitis b surface antigen (hbsag,33,3187,3547.0,1493259.69000778,52685.680000112,52670.630000096,52778.75000006,14.849345926161826,28.350898593866418,1.0002857379912862
11424,"Removal of noncancer skin growth of scalp, neck, hands, feet, or genitals, 3.1-4.0 cm",8,250,345.0,128519.53999990999,69199.01000049,52650.509999760005,55220.290000149995,152.61017391234785,2.440993259144039,1.314308446410214
92597,Evaluation for use of voice artificial device to supplement oral speech,23,433,986.0,327432.99999994,70139.279999971,52628.109999997,52614.380000088,53.37536511155883,6.221637068098373,1.3327341605080438
97034,"Application of hot and cold baths, each 15 minutes",34,846,6106.0,184160.730000338,67607.9699993798,52626.429999999295,50524.9299999815,8.618806092368047,3.499396215938274,1.2846771099498997
66625,Removal of margin of iris to improve eye fluid flow,8,149,163.0,307686.42,65894.72,52554.74,50572.650000040005,322.421717791411,5.854589329145192,1.2538301968576004
20912,Graft of nose cartilage,10,142,143.0,490418.41000559,65806.90999976,52489.54999997,50076.14000011,367.0597902095804,9.343162782037002,1.2537145012635393
43233,"Balloon dilation of esophagus, stomach, and/or upper small bowel using a flexible endoscope, 3.0 cm or more",9,159,198.0,240014.42000050002,66794.11999981,52460.15999986,54887.26000021,264.95030302959594,4.575175142453636,1.2732351559733759
88182,Flow cytometry technique for dna or cell analysis,16,1376,1495.0,139513.22999994102,66194.230000146,52450.660000028,53830.589999942,35.08405351172441,2.6598946514660926,1.262028542636273
81267,"Chimerism analysis post transplantation, without cell selection",4,122,255.0,249068.65000000002,51802.06999996,51802.06999996,51844.049999999996,203.14537254886272,4.808082958850725,1.0
81290,Gene analysis (mucolipin 1) common variants,7,1345,1345.0,57149.159999515,51777.470000002,51777.470000002,51777.48999999501,38.496260223049816,1.1037457025133286,1.0
81025,Urine pregnancy test,157,3875,6277.0,203067.409999967,51725.730000006595,51725.730000006595,52826.8900000031,8.240517763263755,3.9258490890305677,1.0
A9540,"Technetium tc-99m macroaggregated albumin, diagnostic, per study dose, up to 10 millicuries",32,590,602.0,304003.77000035,64579.549999790004,51528.869999894,51114.499999928,85.59612956793023,5.899678568557304,1.2532692837999913
64408,Injection of anesthetic agent and/or steroid into vagus nerve,22,332,708.0,332226.68999976,67968.08000023,51522.959999977,49428.570000022,72.77254237284887,6.448128950664098,1.319180419763545
46940,Initial repair of anal tear with dilation of anal muscle,6,181,228.0,173469.99999986,66220.62999984,51512.32999957,47065.5500003,225.9312719279386,3.3675432658803834,1.2855296974606427
49320,Diagnostic exam of abdomen using an endoscope,16,304,310.0,872939.5000122,64321.70000026801,51340.290000131004,48763.530000287996,165.61383871010003,17.003010696082406,1.2528503442443328
50433,Placement of tube of kidney and urinary tube through new skin access using imaging guidance with review by radiologist,17,242,258.0,264532.89999917,64905.430000219996,51319.739999959995,43594.51000012,198.9137209300775,5.154603277401176,1.2647263996323947
31240,Removal of nasal breathing passages using an endoscope,14,201,250.0,845426.46000203,64124.880000022,51164.820000021,50574.130000092,204.65928000008398,16.52358905985955,1.253300216828588
15786,"Scraping of skin growth, first growth",4,227,300.0,151267.6,69900.65000025,51145.43000044,49526.7199998,170.48476666813332,2.957597580051603,1.3667037309032037
33463,Repair of tricuspid valve,2,23,23.0,295729.0,63504.11999960001,51077.7600002,52748.609999600005,2220.772173921739,5.78978013129084,1.2432831823351562
32484,Removal of segment of lung tissue,4,62,68.0,304210.9999981,63772.449999230004,51076.99999999,47396.49999998,751.1323529410295,5.955929283202998,1.248555122643117
21014,"Removal of growth of muscle of face or scalp, 2.0 cm or more",4,115,131.0,267707.0000027,63922.88999995,50760.91000021999,46692.460000249994,387.4878625970992,5.273881023833887,1.2592936178581702
28230,Incision to lengthen foot tendon,12,177,195.0,202771.22000032,64837.679999910004,50672.030000333,48997.83999998,259.8565641042718,4.001639957960782,1.2795556049261085
46947,Stapling of internal hemorrhoid,8,110,110.0,415688.99999992,64440.88000001,50636.23999984,51189.7099999,460.329454544,8.209318069454476,1.272623717721016
31646,Aspiration of subsequent secretions of lung airway using an endoscope during same hospital stay,20,329,500.0,407334.27999997,63630.680000414,50632.520000071,47617.379999921,101.26504000014201,8.044914217175025,1.2567156444183456
40801,"Complicated drainage of abscess, cyst, or blood accumulation of mouth",9,293,368.0,203066.39999989,65252.24000043,50610.36000026,47860.02999983,137.52815217461958,4.01234845985776,1.289305983994083
85270,Clotting factor xi (pta) measurement,31,2516,2892.0,501745.560000202,50583.499999996995,50583.499999996995,50725.67999999999,17.490836791146954,9.919154665063347,1.0
00770,Anesthesia for procedure on large blood vessels in abdomen,5,109,115.0,1770935.0499995,63429.18999976,50550.88999991,45298.58000013,439.57295652095655,35.032717524907135,1.2547591150199913
80204,Measurement of methotrexate,14,1079,1337.0,321224.2799989,50538.59999999999,50538.59999999999,50538.59999999999,37.79999999999999,6.356018567963894,1.0
42894,Removal of throat tissue with tissue graft,2,37,37.0,275898.9999995,63090.18999870001,50440.05000050001,53721.5200015,1363.2445946081084,5.469839938635371,1.2507955483405468
G9874,Four total medicare diabetes prevention program (mdpp) core sessions were attended by an mdpp beneficiary under the mdpp expanded model (em). a core session is an mdpp service that: (1) is furnished by an mdpp supplier during months 1 through 6 of the mdpp,19,473,473.0,61607.970000055,50373.959999993,50373.959999993,50374.059999989004,106.49885835093657,1.2230122468049676,1.0
0064A,"Intramuscular administration of single severe acute respiratory syndrome coronavirus 2 (covid-19) vaccine, mrna-lnp, spike protein, preservative free, 50 mcg/0.25ml dosage, booster dose",27,1166,1178.0,83750.819998425,50345.39,50345.39,47932.82,42.7380220713073,1.6635251012739198,1.0
64495,"Injection of lower or sacral spine facet joint using imaging guidance, third and any additional level",14,442,569.0,234138.16000057,63157.82999954,50335.960000257,45783.620000204,88.46390158217399,4.651508782178279,1.2547258460793742
81373,Hla class i typing low resolution one locus,10,367,416.0,81157.19000023,50224.6099999,50224.6099999,51950.079999999994,120.7322355766827,1.615884921762291,1.0
87252,Tissue culture inoculation for virus isolation,21,1935,1968.0,436097.349997045,50223.009999987,50223.009999987,50282.399999999994,25.51982215446494,8.683218110526587,1.0
27640,Partial removal of shin bone,3,136,140.0,648095.0000006,62884.829999990005,50207.56999999999,47170.39000003,358.62549999999993,12.908312431782699,1.2524969840203382
98966,"Telephone medical discussion provided by nonphysician professional, 5-10 minutes",146,4067,5692.0,212760.3900001338,69263.09000008,50165.1400002704,50329.9200000033,8.813271257953339,4.241199964736209,1.3807016186879306
32553,Insertion of device in chest cavity for radiation therapy guidance,16,392,401.0,830696.99999958,63372.990000162004,50074.549999638,46122.339999867,124.8741895252818,16.589205494719078,1.2655728309214989
27360,Partial removal of thigh and/or lower leg bones,5,117,121.0,593301.9999992,62626.4999997,50054.66999983,46200.08000039,413.674958676281,11.853079842524483,1.2511619794898796
37211,"Insertion of tube into artery for drug infusion for blood clot with review by radiologist, initial treatment day",12,197,227.0,321229.71000046004,63212.84999982,50048.18000011,51475.440000149996,220.47656387713656,6.418409420677316,1.2630399347125323
L8509,"Tracheo-esophageal voice prosthesis, inserted by a licensed health care provider, any type",13,241,573.0,238468.2699996109,66595.1400010793,50040.5900000743,50189.4400001173,87.3308726004787,4.765496769707488,1.3308224383641445
G0239,"Therapeutic procedures to improve respiratory function or increase strength or endurance of respiratory muscles, two or more individuals (includes monitoring)",30,957,4702.0,1017646.719999785,64439.619999575996,50019.4599998202,46217.8599999922,10.637911526971545,20.345016119795034,1.2882909971400656
97755,"Evaluation for assistive technology, each 15 minutes",15,331,2035.0,147389.419999932,65519.690000285,49936.819999774,50058.940000311995,24.53897788686683,2.9515179380785366,1.312051708550555
72196,Mri scan of pelvis with contrast,28,498,504.0,409994.9999992,65499.160000013,49732.060000282,45015.209999982,98.67472222278174,8.24407836709107,1.3170409590843732
35286,Repair of blood vessel of leg with graft,4,82,96.0,280512.0,62344.63000004,49672.98999986,48893.28000007,517.4269791652083,5.647173645089426,1.2551012129572976
70371,Imaging of voice box with speech evaluation,13,564,631.0,290267.98000042,62465.990000996004,49632.18999983,49107.839999998,78.65640253538827,5.848381463751937,1.2585781526305804
27860,Manipulation of ankle under general anesthesia,3,74,93.0,284684.67999991,62321.07999849,49569.39999989,55347.279999269995,533.004301074086,5.743153639151204,1.2572490286069287
00700,Anesthesia for other procedure on upper front abdomen,25,447,527.0,979856.44999968,62168.349999736,49373.320000263,46665.799999868,93.6875142319981,19.845869185917834,1.2591486657045718
94681,Test to measure exhaled air and carbon dioxide for evaluation of lung function,40,2304,2460.0,313605.980000165,63961.23999988959,49320.050000135096,46389.6099998311,20.048800813063046,6.358590066297702,1.2968608101515386
72081,"X-ray of entire middle and lower spine, 1 view",69,2061,2175.0,261116.950000188,65952.25999989,49303.9300000937,49049.4600000584,22.668473563261472,5.296067676546104,1.3376674029791267
27615,"Extensive removal of growth of leg or ankle, less than 5.0 cm",3,57,65.0,110180.99999905001,61430.8500004,49069.19999988,45237.409999920004,754.9107692289231,2.245420752719006,1.2519227947582237
12013,"Simple repair of surface wound of face, ears, eyelids, nose, lips, or mouth, 2.6-5.0 cm",44,873,1029.0,242764.670000275,61797.520000005,49057.379999998004,46233.619999998,47.67481049562488,4.9485861250699665,1.2596987446130943
65757,Preparation of corneal tissue for transplant,17,457,523.0,450792.00000022,61386.70999995,49010.200000156,48756.030000162,93.7097514343327,9.197922065177966,1.2525292694123795
27680,Release of leg and/or ankle tendon,6,119,178.0,261150.93000132998,61187.83000002999,48820.87999986,45189.35999968,274.2746067407865,5.349164742669097,1.2533127219379383
82657,"Enzyme activity measurement, nonradioactive substrate",33,1997,2247.0,612646.66000077,48779.829999948,48779.829999948,48807.789999831,21.70886960389319,12.559425893887353,1.0
92538,Test to assess balance during warm or cool irrigation in both ears,124,3035,3037.0,378572.85999988497,62522.660000092,48768.330000073,49669.969999971,16.058060586128747,7.76267836112736,1.2820340577583529
0207T,Drainage of one eyelid glands using heat and pressure,8,290,1205.0,238081.289999849,64883.610000143,48491.389999964,48100.210000171,40.24181742735602,4.909764187003626,1.3380439290395918
33222,Relocation of pacemaker skin pocket,14,237,238.0,236331.24999995,60926.14,48461.239999879996,45554.07000009,203.61865546168065,4.876706621632778,1.2572138063357619
33948,Daily management of ecmo external vein to vein blood circulation in heart and lungs using a pump,4,57,247.0,200070.0,60701.32,48455.06,45672.770000000004,196.17433198380567,4.128980544033998,1.2527343893496365
0041U,Igm antibody detection test for borrelia burgdorferi,1,2637,2872.0,646200.0,48450.64,48450.64,48450.64,16.87,13.337285121517487,1.0
64647,"Injection of chemical for paralysis of nerve muscles on trunk, 6 or more muscles",8,215,551.0,224036.99999952,60870.770000246,48361.970000106994,45754.920000186,87.77127041761705,4.632503597331215,1.2586495132458693
Q4160,"Nushield, per square centimeter",1,15,651.0,81375.0,60683.739999875994,48294.150000012,48294.150000012,74.184562212,1.6849866909341977,1.2565443226531767
70330,X-ray of jaw joints on both sides of mouth,23,1187,1215.0,150068.999999948,62362.320000055,48231.33000006,49945.570000061,39.69656790128395,3.1114422927951875,1.2929836270320023
0042U,Igg antibody detection test for borrelia burgdorferi,1,2630,2857.0,642554.99998639,48197.11000114401,48197.11000114401,48197.590000000004,16.869831992,13.33181595268136,1.0
