hcpcs_cd,hcpcs_desc,row_count,total_beneficiaries,total_services,estimated_submitted_charges,estimated_medicare_allowed,estimated_medicare_payment,estimated_standardized_payment,avg_payment_per_service,charge_to_payment_ratio,allowed_to_payment_ratio
31254,Partial removal of nasal sinus using an endoscope,91,1979,2127.0,6906257.75999354,1044934.50000041,833002.65000024,668239.469997458,391.63265162211565,8.290799266954973,1.2544191786185903
63081,"Removal of upper spine bone with release of spinal cord and/or nerves, anterior approach, single segment",50,840,840.0,5864567.9899882,1046378.52000286,832891.60999676,807412.159998137,991.5376309485239,7.041213910188162,1.2563201591224222
93931,Ultrasound of one arm arteries or artery grafts,469,13417,14520.0,3574105.870001444,1059851.530003541,832478.619998885,771340.6200006229,57.33323829193423,4.293330524219627,1.2731276269953462
11403,"Removal of noncancer skin growth of body, arms, or legs, 2.1-3.0 cm",447,8494,9356.0,3837271.3400007,1071954.489998085,832035.600001606,807661.58000089,88.93069687917978,4.611907639520825,1.2883517123498271
31256,Incision of nasal sinus using an endoscope,119,1792,2317.0,8637003.20999305,1040516.78000037,828818.4500002121,846074.599999619,357.71189037557707,10.420862626780135,1.2554218357471456
21235,Obtaining ear cartilage for grafting,79,1335,1389.0,4908171.24001613,1039312.43999574,826378.59999481,818503.21000233,594.9449963965515,5.939373599518375,1.2576710481155577
92132,Imaging of front third of eye,647,29725,35594.0,3724371.41999885,1102573.92999822,825852.0900016292,763709.2600001127,23.202002865697285,4.509731785011893,1.335074335158545
63267,Removal of growth of lower spine bone outside spine membrane,64,1193,1293.0,6917486.08003584,1036621.969996868,825067.449997647,780214.709998767,638.1032095882807,8.384146144724978,1.2564087578534633
G0296,Counseling visit to discuss need for lung cancer screening using low dose ct scan (ldct) (service is for eligibility determination and shared decision making),1055,31033,32568.0,3312785.769999084,823503.4800000796,823503.4800000796,821649.900000513,25.285663227710625,4.02279510706957,1.0
Q4278,"Epieffect, per square centimeter",4,76,1988.0,1395015.00000151,1032088.07999862,822314.07999861,822314.07999861,413.6388732387374,1.696450339271666,1.25510204081677
0090U,Mrna gene expression profiling of 23 genes in skin melanoma tissue sample,1,475,478.0,2031500.0,822112.2000000001,822112.2000000001,822112.2000000001,1719.9,2.471073899645328,1.0
95870,"Needle measurement of electrical activity in arm, leg, trunk or head muscles, limited study",256,27430,52059.0,46293482.71991524,1037869.040000919,821230.239999917,808642.209999097,15.774990683645806,56.37089389197349,1.2637978845019442
81179,Gene analysis (ataxin 2) for abnormal alleles,18,6105,6106.0,975588.11,819791.5599999999,819791.5599999999,819791.5599999999,134.26,1.190044100966348,1.0
Q0481,"Microprocessor control unit for use with electric ventricular assist device, replacement only",2,63,65.0,1197339.0,1023855.660005,815515.73,815406.2000000001,12546.395846153846,1.4681985349319995,1.2554701550698477
81314,"Gene analysis ((platelet-derived growth factor receptor, alpha polypeptide) targeted sequence",5,2514,2518.0,861656.3,813112.56,813112.56,813112.56,322.92,1.0597011316612794,1.0
11641,"Removal of cancer skin growth of face, ears, eyelids, nose, lips, or mouth, 0.6-1.0 cm",289,6343,6987.0,3355220.35000009,1055971.210000779,812709.249999268,820885.6200001279,116.31733934439215,4.128438737473595,1.2993222483953888
99494,"Psychiatric collaborative care management per calendar month, each additional 30 minutes",161,7777,19245.0,2788850.239985605,1021281.410001008,811637.549999791,815209.479999682,42.173943881516806,3.4360783825074668,1.2582973890269997
95972,Electronic analysis of implanted neurostimulator generator with complex spinal cord or peripheral nerve stimulator programming,700,14988,21447.0,5562817.510001624,1056251.49999961,811477.709999892,814086.809999823,37.83642047838355,6.855169823459925,1.30163957306942
81344,Gene analysis (tata box binding protein) for abnormal alleles,18,6037,6038.0,945193.60999988,810661.88,810661.88,810661.88,134.26,1.1659529494588792,1.0
96416,Administration of prolonged chemotherapy into vein,117,2143,7823.0,4095646.95999125,1017814.659999824,809918.190002069,793125.550002309,103.53038348486118,5.0568650149477286,1.2566882341501973
Q5117,"Injection, trastuzumab-anns, biosimilar, (kanjinti), 10 mg",16,240,37962.0,7621846.739992892,1018676.409999565,808231.109997553,814554.059999107,21.29053026704476,9.430281321410614,1.2603776288723272
62322,Injection of substance into lower spine canal,374,11019,11897.0,10903906.72998591,1018417.840000464,806785.910000947,560100.880001294,67.81423131889947,13.515241893568904,1.262314856241439
49591,"Initial repair of sliding hernia of abdomen, less than 3 cm in length",141,2024,2028.0,5984525.32000392,1020151.569999874,806026.26999723,797533.070005528,397.44885108344675,7.424727385156425,1.2656554854017101
86341,Islet cell (pancreas) antibody measurement,95,22900,34844.0,7900052.81001526,803191.909999407,803191.909999407,804852.330002935,23.05108225230763,9.835822188524151,1.0
61312,Removal of skull bone for aspiration of blood accumulation in upper brain outside or below brain membrane,37,464,554.0,6193492.8299962,1005888.12999736,801492.79000394,766050.07999794,1446.7378880937545,7.727446718473605,1.255018314004316
31654,Exam of lung airways with diagnostic or therapeutic procedure on growths using an endoscope and ultrasound,540,15060,15348.0,5475275.429997121,998333.759999937,797070.44999991,792134.609999928,51.93318021891517,6.869249048183557,1.2525037905997516
72052,"X-ray of upper spine, 6 or more views",1070,23909,24957.0,4228885.909999769,1073466.220000108,797032.109999707,792074.1599998251,31.936214689253795,5.30579114309626,1.3468293266133313
87901,Analysis test by nucleic acid for hiv-1 virus,33,2927,3162.0,1811934.89999795,796610.89999922,796610.89999922,797772.6,251.93260594535738,2.2745544907805355,1.0
86355,Total cell count for b cells (white blood cells),74,14369,21559.0,3047025.779994056,795884.6500006709,795884.6500006709,797251.82,36.91658472102931,3.8284766265959362,1.0
93505,Biopsy of heart muscle,184,3290,4760.0,5697615.01999574,1010552.37000084,795165.66999961,782284.25999917,167.0516113444559,7.165318165708203,1.2708702200402284
64418,Injection of anesthetic agent and/or steroid into suprascapular shoulder nerve,280,6839,12303.0,7942647.859999556,1027674.310000115,794893.259997965,764107.880000176,64.60970982670608,9.992093605146295,1.29284567088007
62223,"Creation of brain fluid drainage shunt, ventriculo-peritoneal, -pleural, other terminus",72,1337,1350.0,7288362.5300006,997244.19999903,794874.13000042,668487.920000551,588.795651852163,9.169203342920154,1.254593856260617
81343,Gene analysis (protein phosphatase 2 regulatory subunit bbeta) for abnormal alleles,15,5918,5919.0,939461.60999977,794684.9400000001,794684.9400000001,794684.9400000001,134.26000000000002,1.1821812176279192,1.0
87338,Detection test by immunoassay technique for helicobacter pylori (gi tract bacteria) in stool,174,54216,56605.0,8958828.599993797,794111.3099975613,794111.3099975613,797408.5200001592,14.028995848380202,11.281577893685093,1.0
81180,Gene analysis (ataxin 3) for abnormal alleles,15,5907,5908.0,943124.11000032,793208.08,793208.08,793208.08,134.26,1.1889996254202555,1.0
81178,Gene analysis (ataxin 1) for abnormal alleles,15,5904,5905.0,941650.11,792805.3,792805.3,792805.3,134.26000000000002,1.1877444689131114,1.0
33207,Insertion of pacemaker and lower heart chamber electrode,88,1276,1277.0,4315290.0900002,998338.79000022,792601.14000159,775624.8300001,620.6743461249727,5.444466166162142,1.2595727404558328
86320,Immunologic analysis technique on serum,80,26966,39413.0,3893148.4700447163,893556.5599953299,791287.999992459,781290.319994993,20.07682744253061,4.920014546008304,1.1292431579953766
J9267,"Injection, paclitaxel, 1 mg",957,16796,7723763.0,27396788.260006703,994774.5400128417,790871.5999994602,795565.3899975528,0.10239459703766936,34.64125941559338,1.2578205362457329
70492,Ct scan of soft tissue of neck before and after contrast,292,5771,6188.0,5198475.869994126,1018187.109997907,789645.590000132,742192.100000281,127.60917744022818,6.583302605404606,1.2894229042648573
29405,Application of short leg cast,497,9725,13799.0,3794945.100000369,1026450.250000247,788860.339999806,805421.070000266,57.16793535762056,4.810667880706618,1.3011812078174692
87184,"Evaluation of antimicrobial drug (antibiotic, antifungal, antiviral)",290,52565,106930.0,2632579.1299974984,783146.7099997438,783146.7099997438,783796.9,7.323919480031272,3.361540176805901,1.0
G0513,"Prolonged preventive service(s) (beyond the typical service time of the primary procedure), in the office or other outpatient setting requiring direct patient contact beyond the usual service; first 30 minutes (list separately in addition to code for preve",165,12682,12685.0,1601713.040000308,783010.100000088,783010.100000088,761697.460000324,61.72724477730296,2.0455841374206134,1.0
68720,Creation of drainage tract from tear sac to nasal cavity,62,934,1021.0,3524397.25999299,989612.70999632,782998.009999471,787003.700001212,766.8932517134878,4.501157365643077,1.2638764049949354
51792,Assessment of muscle signal of pelvic nerves,57,3648,3928.0,2135993.79000127,1003514.40000186,782654.3100012239,720578.45000145,199.25007892088186,2.7291663288712096,1.2821936673424703
81433,"Gene analysis (breast and related cancers), duplication or deletion variants",2,1816,1816.0,2673535.9100415,781152.3999999999,781152.3999999999,781152.3999999999,430.1499999999999,3.4225535376214684,1.0
81323,"Gene analysis (phosphatase and tensin homolog), duplication or deletion variant",5,2652,2652.0,1028596.49999702,779688.0,779688.0,779688.0,294.0,1.3192411579978403,1.0
81338,"Gene analysis (mpl proto-oncogene, thrombopoietin receptor) for detection of common variants",76,5454,5504.0,2699394.43999686,779348.4800001499,779348.4800001499,810288.76000208,141.59674418607375,3.463655231606201,1.0
15120,"Partial thickness self skin graft to face, scalp, eyelids, mouth, neck, ears, around eyes, genitals, hands, feet, fingers, or toes, 100.0 sq cm or 1% body area for infants and children, or less",61,1219,1284.0,2791505.08000222,984187.5100004,779256.7800008199,785104.5299999199,606.8978037389563,3.582266015060251,1.2629822867878857
81183,Gene analysis (ataxin 10) for abnormal alleles,14,5794,5795.0,913924.11,777933.54000008,777933.54000008,778036.7,134.24219844695082,1.1748100101197667,1.0
27486,Revision of component of total knee joint prosthesis,62,868,897.0,4825888.4200015,975486.82000217,777217.6100005601,799002.00000225,866.4633333339577,6.209185635922509,1.255101283669405
17315,"Removal and microscopic exam of growth, each additional block after 5 tissue blocks",122,3778,13250.0,2545372.5800183043,974036.339999335,777144.820001481,779448.379999105,58.65243924539479,3.275287326773218,1.253352418919139
81336,"Gene analysis (survival of motor neuron 1, telomeric) of full sequence",6,2629,2629.0,1640204.30000014,776262.01999986,776262.01999986,776262.01999986,295.2689311524762,2.112951887045093,1.0
J0600,"Injection, edetate calcium disodium, up to 1000 mg",4,111,1528.0,990499.9999924,974676.07999878,775370.94999852,775370.94999852,507.44172120321986,1.2774530693912258,1.2570448763919264
84238,Chemical receptor analysis,77,14594,21973.0,4004919.779993692,775319.8299985441,775319.8299985441,787476.479999872,35.28511491369154,5.165506704505691,1.0
81182,Gene analysis (ataxin 8 opposite strand [non-protein coding]) for abnormal alleles,14,5769,5770.0,916667.11000032,774513.70999915,774513.70999915,774680.2,134.23114558044193,1.1835389072729596,1.0
33464,Repair of tricuspid valve with ring insertion,31,588,589.0,7951903.7699934,966769.26999613,772590.81000054,597520.6199957,1311.6991680824108,10.292516642785127,1.2513341570752754
93040,Electrocardiogram (ecg) 1 to 3 leads with review by physician,774,58491,75818.0,3749825.2399932942,1011244.36000161,771275.4800002545,727253.1299997749,10.172722572479548,4.861849413379584,1.3111325151958368
98925,"Osteopathic manipulative treatment, 1-2 body regions",409,12817,32632.0,2938779.150000409,1019221.850000584,771161.3999998366,737815.369999702,23.63206055405236,3.81084835159155,1.321671248069211
33286,Removal of heart rhythm monitor from under the skin,517,9991,10029.0,8022178.2299984405,994077.820000076,769649.83000021,742394.1099997241,76.74242995315684,10.423153383917791,1.2915975307885208
88348,Electron microscopy for diagnosis,278,11923,12261.0,4494420.38999854,968401.759999973,769413.760000586,767891.830000604,62.7529369546192,5.841356918279076,1.2586228767201089
82747,"Folic acid level, rbc",128,37978,44504.0,5221371.09000324,768816.2000007541,768816.2000007541,769919.2000000001,17.275215710964275,6.791442597070819,1.0
85007,Microscopic examination for white blood cells with manual cell count,1065,105854,206422.0,3868850.6600037944,766667.0300001705,766667.0300001705,767902.3300000037,3.7140761643631515,5.046324556310886,1.0
55867,Simple surgical subtotal removal of prostate using laparoscope,68,1076,1076.0,3444913.8999984497,960973.130002226,763393.4899999,742434.5099998569,709.4735037173791,4.5126320110470175,1.2588175594768982
0045U,Mrna gene analysis of 12 genes in breast ductal carcinoma in situ tumor tissue,1,200,201.0,928620.0,762903.54,762903.54,762903.54,3795.54,1.2172181033528826,1.0
50432,Placement of tube of kidney using imaging guidance with review by radiologist,307,4316,4599.0,9242468.72000464,961369.5400008371,761857.049999791,734139.259999313,165.65711024131136,12.131499892279235,1.261876542326544
11623,"Removal of cancer skin growth of scalp, neck, hands, feet, or genitals, 2.1-3.0 cm",249,5267,5726.0,3490449.59999974,970523.170000367,760790.550000057,756222.5899984849,132.8659710094406,4.587924495118241,1.2756772149710511
74246,Double contrast x-ray of upper digestive tract,791,14740,15028.0,3512993.919999963,1014205.080001127,756961.6200002,741212.71000102,50.370083843505455,4.6409141853176585,1.3398368598937143
15574,"Creation of flap graft to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet",37,943,1627.0,2503980.49000496,951768.28999696,756591.35000012,686490.73000106,465.02234173332516,3.3095547418095155,1.2579687700590405
Q4038,"Cast supplies, short leg cast, adult (11 years +), fiberglass",547,11689,20745.2,2420235.6799997906,971896.54999999,756286.3599999758,779484.5999997875,36.45596860960491,3.2001577815047044,1.285090676499866
22610,Fusion of spine in upper back,86,1364,1426.0,6910110.3499948,947622.11999981,756204.029999418,729963.749999143,530.297356240826,9.137891462969483,1.2531302167227796
81274,Gene analysis (huntingtin) for characterization of alleles,4,2800,2801.0,772596.64999986,754393.33,754393.33,754393.33,269.33,1.0241297467461172,1.0
G6016,"Compensator-based beam modulation treatment delivery of inverse planned treatment using 3 or more high resolution (milled or cast) compensator, convergent beam modulated fields, per treatment session",11,214,2801.0,4832036.979985,947431.74000125,754068.79000312,799598.0799980301,269.2141342388861,6.407952489274893,1.256426141171192
01939,Anesthesia for nerve destruction procedures on spine or spinal cord of neck or upper back accessed through skin using imaging guidance,367,7589,8832.0,13648001.68997505,962270.139997843,753173.670000039,763191.720000356,85.27781589674355,18.12065693955332,1.2776205254198452
95709,"Measurement of brain wave activity (eeg), 12-26 hours with intermittent monitoring",10,504,1222.0,3060320.0000295998,945273.1999981101,752072.48000116,759809.02999788,615.4439279878559,4.069182268210213,1.256891091130807
83718,Hdl cholesterol level,274,72481,93602.0,3906241.5800032862,750871.8500000755,750871.8500000755,751666.0100001519,8.02196374009183,5.202274635815543,1.0
72020,"X-ray of spine, 1 view",1368,49311,69315.0,6353998.62999926,987581.5200047358,750478.3300000593,695990.2299956678,10.827069609753435,8.466598402646428,1.315936091058962
37230,"Insertion of stent in artery of leg, initial vessel",6,113,124.0,1680426.000004,941504.37999076,750220.3999967,641457.7800022201,6050.164516102419,2.2399097651988558,1.254970379364386
92553,Test for hearing various pitches using earphone and device placed against the bone,637,22394,23607.0,2108298.489999134,1038607.850000426,749934.259999681,739285.389999997,31.767452874133987,2.811311074120058,1.3849318605618415
96409,Administration of chemotherapy into vein using push technique,202,2823,9310.0,3385010.94000086,946233.509999486,746130.580000633,735089.40999977,80.14291944152879,4.536754062536866,1.2681875470091084
11422,"Removal of noncancer skin growth of scalp, neck, hands, feet, or genitals, 1.1-2.0 cm",211,5208,7159.0,2553681.59999884,964810.950003179,744021.580004824,698314.400000461,103.92814359614806,3.432268187681173,1.296751298526749
22830,Exploration of spine fusion,150,2720,2799.0,10073160.31999093,928404.090000021,740808.409999361,717459.459999877,264.6689567700468,13.59752425056786,1.253231034459803
81333,Gene analysis (transforming growth factor beta-induced) for common variants,16,5505,5517.0,823571.49999466,740712.4199999999,740712.4199999999,740712.4199999999,134.26,1.1118640348904372,1.0
77077,"X-ray of joints, multiple",512,29477,32145.0,4159506.369999681,1002648.5800013334,740585.3400004222,735386.4499983636,23.038896873554897,5.616511893142943,1.353859610562588
17283,"Destruction of cancer skin growth of face, ears, eyelids, nose, lips, or mouth, 2.1-3.0 cm",116,3449,4623.0,1900957.70999757,968198.22000071,740164.18000287,716545.309998839,160.10473285807268,2.568291956509161,1.308085754699661
83037,"Hemoglobin a1c level, by device for home use",1001,49692,78109.0,2735143.9899994615,738721.9400000885,738721.9400000885,743525.8599999994,9.457577743923089,3.702535205600004,1.0
36011,"Insertion of tube into vein, first order branch",54,1282,2107.0,3397401.99001184,929886.4600002461,738315.610001086,730636.129998355,350.410825819215,4.6015578486913515,1.2594701336449845
80202,Vancomycin (antibiotic) level,168,16926,55676.0,5699780.089996064,738134.10000054,738134.10000054,738820.52,13.257671168915511,7.721876133336604,1.0
30465,Repair of nasal passage,38,613,639.0,3489968.6000101995,924449.42999912,736807.19999846,729418.0400007999,1153.062910795712,4.736610337164857,1.254669376196449
81235,"Gene analysis (epidermal growth factor receptor), common variants",23,2320,2357.0,1800462.2400075,736418.71999881,736418.71999881,738018.2799999999,312.43899872669067,2.4448892879996444,1.0
94003,Follow-up inpatient or observation ventilation assistance and management,59,1687,14089.0,2679652.75999757,927200.369999868,736291.910001134,703691.05,52.260054652646325,3.63938911130158,1.2592836582958515
33863,Repair of ascending aorta with graft on heart-lung machine with aortic root replacement and heart reconstruction,19,314,315.0,5081243.159992,920526.4700002,735412.6799992,724435.7900029001,2334.6434285688892,6.909376596549202,1.2517141668011507
36225,Insertion of tube into chest artery for diagnosis or treatment with review by radiologist,148,3331,3482.0,17273989.38996282,920986.33000103,734707.22999833,696829.21999987,211.00150200985928,23.51139159199792,1.2535419448684662
0250U,"Gene analysis of 505 genes associated with solid organ cancer in tumor tissue sample, targeted genomic sequence interrogation for somatic alterations, microsatellite instability and tumor-mutation burden",2,255,257.0,1275748.0,733757.3000032,733757.3000032,735330.97,2855.086770440467,1.7386511861543816,1.0
A2019,"Kerecis omega3 marigen shield, per square centimeter",4,88,1584.0,1690500.1999904,915093.66999744,732452.5000016,715617.99999984,462.4068813141414,2.30799976788489,1.2493556510428199
69220,Simple removal of skin debris and drainage of mastoid cavity,374,7612,13080.0,4081362.999999645,1030708.390000151,732436.429998731,721652.0900005,55.99666896014763,5.572310214016412,1.407232556690192
93314,Interpretation and report of ultrasound of heart,298,9810,10202.0,3876889.330000317,921977.6300017519,730713.699999948,664587.489999818,71.62455400901274,5.305620149178252,1.2617494786286578
61797,"Computer-assisted radiosurgery of simple growth of brain, each additional growth",67,1291,4027.0,14108250.880018251,913317.96000194,729659.7600003199,700133.61999669,181.1918947107822,19.335382946172153,1.2517038900453268
53445,Insertion of inflatable urethra or bladder neck sphincter,34,566,567.0,4027112.0900065,915000.6100021701,726761.509998145,738402.519997946,1281.7663315663933,5.541174146683661,1.2590108273682594
22848,Insertion of instrumentation to pelvic bones,180,3226,3253.0,5421089.78000886,909412.60999964,725918.150000042,718088.569999547,223.15344297572764,7.4679077524216,1.2527756882777863
84300,Urine sodium level,242,117212,146398.0,4069419.3699897267,725742.1900002052,725742.1900002052,726120.0899999761,4.957323119169696,5.60725203255522,1.0
19281,"Placement of locating device in breast using imaging guidance, first growth",460,7712,7756.0,5828450.34000012,930821.490000347,725495.299999951,593456.609999949,93.53987880350066,8.033753409567938,1.2830151897612705
88369,"Microscopic genetic analysis of tissue, manual, each additional procedure",162,7685,12787.0,3552063.7299997867,907089.950013311,722585.209990599,661384.740000252,56.50936185114561,4.9157714285987115,1.2553397681985665
19342,Placement of implant on separate day of breast reconstruction,44,586,689.0,4459861.3699998,908481.8499993,722524.83999917,703472.0800037499,1048.6572423790567,6.172606287148443,1.257371096058571
Q4121,"Theraskin, per square centimeter",8,224,20251.0,6577795.419998952,906455.449997824,721932.340003635,721932.3800021061,35.649219297991955,9.111373816507282,1.2555961269074882
17280,"Destruction of cancer skin growth of face, ears, eyelids, nose, lips, or mouth, 0.5 cm or less",301,7388,9347.0,2096620.599999617,962927.140001133,718364.679999348,724106.820000401,76.85510645119803,2.918602011448447,1.3404433246940912
15757,Skin graft with repair of small blood vessel,31,467,478.0,4856073.4899989,897043.5500010999,716355.37999862,619799.27999914,1498.6514225912554,6.778860919573543,1.2522325860145394
74328,Review by radiologist of image from tube placement into bile duct using an endoscope,1253,32918,39943.0,6787850.459997437,896994.589999512,714229.9599996863,720167.7200000869,17.881229752389313,9.503732467342056,1.255890455785285
93620,Insertion of catheters for recording and pacing of right heart chambers rhythm and induction of abnormal rhythm,59,1429,1440.0,5989514.50999905,897157.7399994,713724.79999925,665775.54000015,495.6422222217014,8.39191031333834,1.257007939194971
23474,"Revision of total shoulder repair, total shoulder",47,658,711.0,4943107.4500114005,895458.01999978,713138.73999607,711185.82999838,1003.0080731309002,6.931480752312854,1.255657517644764
86757,Analysis for antibody to rickettsia (bacteria),57,17507,37634.0,4204504.300051674,712977.37000247,712977.37000247,713631.849996813,18.94503294899479,5.897107645979155,1.0
25020,"Incision of tissue of forearm and/or wrist muscle compartment on one side of the forearm to relieve pressure, without removal of tissue",36,1144,1273.0,4124788.5399988,899061.57999992,712920.58999913,662389.96999975,560.0318853096072,5.785761553055767,1.2610963866270395
69990,Use of operating microscope,234,4271,4377.0,5450186.49999876,889372.309999984,710473.040000141,704126.539999958,162.3196344528538,7.671208044710154,1.2518030381558285
Q4256,"Mlg-complete, per square centimeter",1,18,676.0,1734320.0000151999,890185.4400243999,709253.4400068001,709253.4400068001,1049.1914793,2.445275415228965,1.2551020408386953
75898,Imaging of blood vessel,318,5797,9485.0,4414238.410001481,887321.379999012,708073.920000012,612470.260000169,74.65196837111355,6.234149126692035,1.2531479481676107
93264,"Remote monitoring of pulmonary artery pressure sensor, up to 30 days",277,6139,23302.0,3536384.700004678,931060.419999264,706526.889999715,698115.739999554,30.32043987639323,5.005308007464662,1.3177989870981974
91200,Measurement of liver stiffness,1225,44484,45862.0,5647252.979999738,965214.289998986,702456.400000136,691645.3800003355,15.316741528937595,8.039293228730843,1.3740557990485944
94640,Inhalation treatment for airway obstruction or sputum production,2912,80350,106065.0,5423876.080003156,944068.1200008836,702027.4999996022,682854.6300003536,6.618842219390017,7.726016544944792,1.3447737018869184
76513,Ultrasound scan of eye using water bath method,140,8192,9160.0,2608840.990003664,917626.560008102,700041.699996675,620419.639998886,76.42376637518286,3.726693695555644,1.3108169984908906
27702,Reconstruction of ankle joint with prosthesis,77,1115,1122.0,5852021.4499885,882970.96000153,697781.2899998389,696218.539999471,621.9084581103733,8.386612730745261,1.2653978727370776
23395,Relocation of one muscle of shoulder or upper arm,60,1916,1947.0,8294657.53999622,874539.4400004849,697617.610000966,671958.159999871,358.30385721672627,11.889977289972274,1.2536086065821561
00144,Anesthesia for procedure on eye for corneal transplant,298,5815,6163.0,8357891.6800004905,897081.000000234,697616.360000173,689805.510000289,113.19428200554486,11.980641738388156,1.2859231110921934
67938,Removal of embedded foreign body in eyelid,16,1710,2749.0,1300875.3599923,890998.70000036,697236.5800005001,709080.40000313,253.63280465642055,1.8657589078177266,1.2779001067323819
13133,"Complicated repair of wound of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet, each additional 5.0 cm or less",223,4846,5540.0,2309547.01999788,869858.50000297,694682.620000292,699304.609999953,125.39397472929458,3.324607458866481,1.2521667808568528
57283,Repair of prolapsing vaginal vault through vagina,127,2580,2583.0,5512164.2000081595,868357.420000317,692698.340000121,686609.850000237,268.1758962447236,7.957524771904602,1.2535866911420133
01270,Anesthesia for other procedure on artery of upper leg,92,2686,3260.0,4574447.26000559,869572.19000011,689333.39999884,693815.11000331,211.4519631898282,6.636044706397931,1.2614682387384295
33362,Replacement of aortic valve by through femoral artery,40,1112,1112.0,5347606.1000076,863823.00999981,688368.8000001999,561498.46000003,619.0366906476618,7.768518997383447,1.2548840243769896
Q4267,"Neostim dl, per square centimeter",2,23,1092.0,877379.9999962801,863341.92000244,687865.9200009999,687865.9200009999,629.9138461547618,1.2755102040743704,1.255102040818049
G0124,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",538,29977,30189.0,2239048.059999962,692786.610000596,687357.540000589,676127.709999268,22.768476597455663,3.257472173794796,1.0078984657679064
84080,"Phosphatase (enzyme) measurement, alkaline, isoenzymes",140,41976,47539.0,4458605.540010867,687066.829999939,687066.829999939,688350.270000064,14.452698416036075,6.4893331264605845,1.0
86592,Syphilis detection test,252,149158,164240.0,6357367.9999871105,686056.3400010128,686056.3400010128,686520.0500006037,4.177157452514691,9.266539246583926,1.0
85018,"Blood count, hemoglobin",2514,189263,296423.0,4127850.259998681,684676.4000005097,684676.4000005097,687733.9600000218,2.309795123861879,6.0289068821352805,1.0
77768,"High dose skin surface radiation therapy, 2 channels and lesion diameter more than 2.0 cm, or multiple lesions",17,608,3122.0,1930714.62999504,859596.140000932,683899.620000344,665098.759999419,219.05817424738757,2.8230965093884226,1.2569039590934408
92611,Evaluation of swallowing function image,169,9390,9664.0,3803196.64000066,882415.579999013,683315.509999725,678484.069999799,70.70731684599804,5.565798791838034,1.2913735559717765
95926,Placement of skin electrodes and measurement of stimulated sites in legs,60,5006,5405.0,1762278.529997662,862561.910000916,682833.169998518,622619.140003765,126.33361147058612,2.5808332216806145,1.263210324130546
96405,"Administration of chemotherapy into growth, 1-7",287,6630,12663.0,2354087.739997028,898307.269999674,681692.119999413,666366.0899995,53.83338229482848,3.45330050169724,1.3177609710384324
43762,Replacement of stomach stoma tube,189,4346,6078.0,3560599.8000025228,869714.130000662,681357.170000091,602511.089998698,112.10219973677047,5.225746431936788,1.2764437923219416
95925,Placement of skin electrodes and measurement of stimulated sites in arms,80,4958,5165.0,1977895.259997273,858891.919999522,680391.08999895,621186.9499965439,131.73109196494676,2.906997591635607,1.2623503344243492
82672,"Estrogen analysis, total",83,26156,31982.0,5429923.170044542,679541.890000905,679541.890000905,680226.68000002,21.24763585769824,7.99056430507516,1.0
74150,Ct scan of abdomen without contrast,531,9146,9529.0,5415271.2499988405,919653.100000632,679131.849999798,645576.949999699,71.27000209883492,7.973814289523384,1.3541598733749647
97607,"Therapy procedure using a special bandage, vacuum pump and disposable medical equipment, surface area 50.0 sq cm or less",69,1709,3771.0,3037859.3299787147,848173.33000299,678095.630003947,677787.459996424,179.81851763562634,4.479986591214328,1.2508166879029334
93307,Ultrasound of heart,373,14602,15292.0,2986364.21999689,888123.889998205,677881.030001201,658253.37999645,44.32912830245886,4.4054400224057,1.3101471359902659
81227,"Gene analysis (cytochrome p450, family 2, subfamily c, polypeptide 9) common variants",33,3955,3955.0,831056.81999945,677360.53,677360.53,677360.53,171.26688495575223,1.226904703171072,1.0
53850,Destruction of prostate tissue using microwave induced heat,16,505,552.0,2828183.8100006,855105.4800035,676898.8600047,623245.3699971,1226.2660507331523,4.178148283453989,1.2632691979974122
82340,Urine calcium level,224,101818,114562.0,3966913.9000043287,676791.3299999376,676791.3299999376,677198.8500000279,5.90764241196852,5.861354488694018,1.0
88177,"Pap test, evaluation of fine needle aspirate, immediate, each additional evaluation episode",672,15703,36470.0,3699509.649999567,791363.9399997077,676229.9300001849,663615.04999921,18.5420874691578,5.470786615432055,1.1702586722233537
92584,Test to assess electrical potentials generated in the inner ear as a result of sound stimulation,238,7776,7915.0,1767474.020000956,867053.589999376,675955.679999942,695971.94000003,85.40185470624661,2.614777968876758,1.282707750897885
51595,Removal of bladder and lymph nodes on both sides of pelvis with transplantation of ureters to small or large bowel with creation of urinary opening,27,409,409.0,5528555.15,847802.3400007499,675903.34999952,639396.8500024,1652.575427871687,8.17950547220091,1.2543248084232044
86413,Quantitative measurement of severe acute respiratory syndrome coronavirus 2 (covid-19] antibody,17,13289,15708.0,1044858.5799981239,675732.620002572,675732.620002572,675872.620002504,43.01837407706722,1.54626038327726,1.0
92570,Comprehensive hearing test,306,26315,27532.0,2632029.950003042,920056.919999727,673036.14000049,643113.380000312,24.445595670510315,3.910681453155139,1.3670245404638408
11601,"Removal of cancer skin growth of body, arms, or legs, 0.6-1.0 cm",238,5045,5692.0,2363462.66999973,868595.519998582,672583.390000975,668391.250001611,118.1629286719914,3.5140068951097705,1.2914317137646274
